3.98183	-1.71498	1.33577	-1.13519	0.885874	-0.642502	0.392661	-0.204017	0.0905026
2.9014	-1.47151	0.927597	-0.794579	0.502801	-0.411365	0.301135	-0.0875611	0.0379517
1.91728	-1.22563	0.783855	-0.898118	0.396095	-0.338434	0.179608	0.19114	-0.0848802
1.70266	-1.1992	0.638165	-0.817549	0.545079	-0.548973	0.330026	0.000295158	0.0554216
1.57873	-1.05	0.45701	-0.790598	0.585028	-0.427792	0.27559	-0.149214	0.105161
1.54949	-1.07695	0.3986	-0.769593	0.651396	-0.46263	0.277996	-0.168325	0.152777
1.57725	-1.03332	0.302022	-0.627469	0.44138	-0.406761	0.217851	-0.0417744	0.151819
1.68222	-1.10494	0.379263	-0.578413	0.271642	-0.129529	0.0386137	0.0994965	0.0262489
1.73263	-1.24424	0.550756	-0.714524	0.471986	-0.214852	0.0968352	-0.0918049	0.147701
2.38548	-1.38505	1.04645	-1.15413	0.966656	-0.775	0.438572	-0.495535	0.361987
2.51561	-1.43424	1.17175	-1.29641	1.15436	-0.961494	0.554668	-0.54771	0.362135
1.92464	-1.37003	0.874272	-0.934369	0.5875	-0.514733	0.350103	-0.133296	0.144168
1.81631	-1.35544	0.906078	-0.96912	0.556747	-0.694214	0.703984	-0.33704	0.192785
1.78433	-1.2278	0.637033	-0.724302	0.301102	-0.463879	0.586265	-0.12614	0.0212141
1.68921	-1.10269	0.388546	-0.607937	0.150519	-0.336597	0.49479	0.0413556	-0.0244834
1.52096	-1.13027	0.371579	-0.605905	0.312197	-0.358441	0.305692	0.0845594	0.0243704
1.47571	-1.1978	0.542177	-0.746002	0.482885	-0.551217	0.383933	-0.0162246	0.104452
1.57488	-1.30214	0.535582	-0.612972	0.484306	-0.360543	0.124945	0.0885561	0.0451392
1.53814	-1.2439	0.502328	-0.546952	0.247537	-0.14774	0.147524	-0.101318	0.14462
1.61652	-1.13143	0.369731	-0.54127	0.239628	-0.231998	0.221119	-0.0984077	0.176442
1.75163	-1.24838	0.559483	-0.660811	0.454472	-0.380826	0.161742	-0.0637668	0.182075
2.33524	-1.52207	1.43107	-1.48717	1.12871	-1.09996	0.823135	-0.457106	0.18764
2.03291	-1.44727	1.401	-1.43771	0.969189	-1.04835	0.901498	-0.551816	0.222033
2.01345	-1.47602	1.16675	-1.07168	0.688295	-0.613816	0.501004	-0.223981	0.0411081
4.1688	-1.80751	1.99198	-2.1136	1.95675	-1.80726	1.44935	-0.865771	0.329634
4.28781	-1.76209	1.78979	-1.88483	1.75318	-1.6593	1.31072	-0.728995	0.263011
2.12225	-1.34182	0.769083	-0.84448	0.770928	-0.673239	0.439132	-0.188193	0.0829003
1.51865	-1.24597	0.669842	-0.803107	0.64081	-0.486967	0.264609	-0.166507	0.138128
1.44644	-1.20966	0.620696	-0.695877	0.464774	-0.418609	0.296472	-0.221568	0.173235
1.48125	-1.11855	0.419656	-0.574851	0.352383	-0.343947	0.280761	-0.0939239	0.0861968
1.45888	-1.0674	0.328526	-0.564452	0.355794	-0.287824	0.148792	-0.00237578	0.0956549
1.60479	-1.09157	0.314762	-0.494969	0.320351	-0.184512	-0.0222322	-0.0145309	0.178373
1.48024	-1.10455	0.251602	-0.45269	0.316794	-0.146256	0.0467574	-0.114423	0.208375
1.54585	-1.15646	0.42992	-0.660279	0.426146	-0.232413	0.212717	-0.0887661	0.0803355
1.57127	-1.18178	0.547736	-0.739164	0.395917	-0.151121	0.137526	0.00054932	-0.00591379
1.49014	-1.18365	0.421984	-0.514836	0.366541	-0.24816	0.173998	-0.172248	0.160595
1.49859	-1.15215	0.331363	-0.48744	0.461641	-0.338357	0.195985	-0.141579	0.135392
1.4963	-1.20208	0.615676	-0.779021	0.675209	-0.651085	0.40425	-0.143781	0.0837855
1.56749	-1.30185	0.657796	-0.802466	0.704772	-0.608123	0.419881	-0.318214	0.253173
1.45345	-1.21494	0.378471	-0.571442	0.471083	-0.249637	0.150847	-0.159192	0.198644
1.49673	-1.14889	0.363233	-0.635124	0.432531	-0.237651	0.148394	-0.0193219	0.101194
1.48385	-1.17185	0.553835	-0.787625	0.484607	-0.36785	0.29711	-0.249426	0.244399
1.43262	-1.20893	0.471263	-0.538158	0.242085	-0.215635	0.124856	-0.0881359	0.216492
1.6105	-1.22642	0.365869	-0.417156	0.281377	-0.186681	0.0196177	0.0194406	0.146457
1.66505	-1.16234	0.338903	-0.517409	0.367937	-0.250773	0.133212	0.0180106	0.0752622
1.51072	-1.18051	0.436992	-0.648249	0.413823	-0.274817	0.161434	-0.0039183	0.0978519
1.33681	-1.14955	0.43369	-0.663256	0.401772	-0.244213	0.102337	0.0794407	0.0426032
1.25504	-1.26133	0.512623	-0.62619	0.435536	-0.32786	0.149591	0.0304974	0.0918393
1.4521	-1.35629	0.578946	-0.600562	0.271272	0.0139877	-0.0717377	0.186335	-0.0189912
1.58277	-1.40437	0.717601	-0.764729	0.524288	-0.185393	-0.00227672	0.0813087	0.0350019
1.81287	-1.18202	0.505103	-0.627389	0.314089	-0.202622	0.0509422	-0.0390375	0.184135
2.64517	-1.21927	0.928609	-1.22785	0.578233	-0.378219	0.247033	-0.0601026	0.13549
2.4109	-1.09794	0.828086	-1.06113	0.347911	-0.150494	0.0523783	0.0802815	0.00336981
