0	22.608931	0.031881	0.078616
1	22.609097	0.032807	0.044025
2	22.609314	0.032470	0.053459
3	22.609285	0.032662	0.044025
4	22.611790	0.034305	0.015723
5	22.610531	0.034284	0.012579
6	22.610680	0.034024	0.012579
7	22.610525	0.033990	0.012579
8	22.609341	0.032813	0.056604
9	22.609564	0.032828	0.025157
10	22.609434	0.032485	0.056604
11	22.609274	0.032430	0.050314
12	22.609259	0.032417	0.056604
13	22.608973	0.032033	0.075472
14	22.609550	0.032678	0.056604
15	22.610020	0.032991	0.028302
16	22.610153	0.033384	0.047170
17	22.609495	0.032356	0.072327
18	22.610094	0.033039	0.031447
19	22.609398	0.032845	0.022013
20	22.608946	0.032192	0.050314
21	22.609047	0.032078	0.088050
22	22.608934	0.032101	0.075472
23	22.609241	0.032445	0.044025
24	22.609575	0.032635	0.040881
25	22.609402	0.032614	0.044025
26	22.609531	0.033404	0.018868
27	22.609293	0.032217	0.053459
28	22.608990	0.032011	0.059748
29	22.609293	0.032432	0.059748
30	22.608912	0.032066	0.088050
31	22.611040	0.033195	0.047170
32	22.609991	0.033557	0.012579
33	22.609207	0.033086	0.031447
34	22.609772	0.032501	0.044025
35	22.610224	0.032860	0.025157
36	22.610428	0.033976	0.018868
37	22.610737	0.033334	0.031447
38	22.610151	0.033906	0.018868
39	22.610231	0.033362	0.012579
40	22.611479	0.035008	0.012579
41	22.612732	0.034825	0.012579
42	22.610470	0.034867	0.012579
43	22.611877	0.035639	0.012579
44	22.611431	0.035045	0.012579
45	22.609821	0.033024	0.034591
46	22.609312	0.033130	0.034591
47	22.609035	0.032072	0.066038
48	22.609171	0.032403	0.044025
49	22.609369	0.032382	0.050314
50	22.609308	0.032596	0.053459
51	22.609177	0.032195	0.050314
52	22.609795	0.032886	0.025157
53	22.609001	0.032391	0.037736
54	22.609259	0.032202	0.069182
55	22.609083	0.032361	0.059748
56	22.610657	0.033883	0.018868
57	22.610044	0.033305	0.015723
58	22.609541	0.033116	0.034591
59	22.610010	0.033162	0.025157
60	22.609636	0.032803	0.050314
61	22.608910	0.032041	0.066038
62	22.609116	0.032287	0.040881
63	22.609175	0.032421	0.050314
64	22.609402	0.033539	0.034591
65	22.610168	0.033541	0.018868
66	22.609943	0.033768	0.012579
67	22.609245	0.032685	0.044025
68	22.609312	0.032394	0.059748
69	22.608952	0.032165	0.059748
70	22.609108	0.032652	0.059748
71	22.609194	0.032241	0.047170
72	22.608913	0.031855	0.069182
73	22.608950	0.032139	0.075472
74	22.609087	0.032579	0.040881
75	22.609219	0.032142	0.069182
76	22.609465	0.032882	0.028302
77	22.610247	0.033144	0.044025
78	22.609882	0.033900	0.012579
79	22.610123	0.033744	0.018868
80	22.608894	0.032022	0.066038
81	22.609093	0.032121	0.066038
82	22.609400	0.032283	0.047170
83	22.608942	0.031936	0.056604
84	22.609098	0.032168	0.072327
85	22.609678	0.032479	0.056604
86	22.609369	0.032570	0.040881
87	22.609463	0.032684	0.028302
88	22.609148	0.032886	0.031447
89	22.609402	0.032391	0.047170
90	22.608919	0.031994	0.053459
91	22.609356	0.032296	0.047170
92	22.609043	0.032164	0.050314
93	22.609003	0.032437	0.040881
94	22.609770	0.032961	0.025157
95	22.608959	0.032652	0.040881
96	22.609591	0.032964	0.022013
97	22.609648	0.032589	0.037736
98	22.611290	0.034069	0.012579
99	22.609470	0.032548	0.037736
100	22.610189	0.033097	0.012579
101	22.609293	0.032759	0.031447
102	22.609901	0.032754	0.044025
103	22.609501	0.032613	0.056604
104	22.609413	0.032829	0.047170
105	22.609447	0.032895	0.040881
106	22.609409	0.032998	0.047170
107	22.609741	0.032832	0.053459
108	22.609358	0.032608	0.059748
109	22.609644	0.032621	0.050314
110	22.609623	0.032709	0.050314
111	22.609426	0.032509	0.066038
112	22.609161	0.032228	0.053459
113	22.609051	0.032597	0.072327
114	22.609015	0.032134	0.066038
115	22.609728	0.032834	0.040881
116	22.609690	0.033069	0.037736
117	22.609896	0.032861	0.062893
118	22.609211	0.032568	0.056604
119	22.610273	0.033069	0.053459
120	22.609987	0.033142	0.050314
121	22.610069	0.033144	0.044025
122	22.609812	0.033170	0.044025
123	22.609940	0.033108	0.040881
124	22.609467	0.033307	0.040881
125	22.610956	0.033685	0.040881
126	22.612244	0.034344	0.022013
127	22.610390	0.033710	0.040881
128	22.610371	0.033587	0.047170
129	22.610811	0.033819	0.034591
130	22.609472	0.032979	0.053459
131	22.610119	0.033666	0.034591
132	22.610462	0.033325	0.031447
133	22.609629	0.033019	0.053459
134	22.610649	0.033534	0.037736
135	22.609812	0.033377	0.053459
136	22.609894	0.033453	0.040881
137	22.610035	0.032991	0.050314
138	22.609924	0.033325	0.044025
139	22.609539	0.032806	0.037736
140	22.610006	0.033103	0.044025
141	22.609442	0.032988	0.047170
142	22.609562	0.032575	0.059748
143	22.609114	0.032444	0.050314
144	22.609308	0.032894	0.040881
145	22.611156	0.033479	0.028302
146	22.609524	0.033150	0.053459
147	22.611074	0.033736	0.047170
148	22.611052	0.033557	0.044025
149	22.610588	0.034039	0.037736
150	22.610062	0.033129	0.047170
151	22.609079	0.032528	0.066038
152	22.610395	0.033886	0.037736
153	22.610224	0.033730	0.037736
154	22.609463	0.033170	0.040881
155	22.610891	0.033635	0.050314
156	22.610134	0.033055	0.062893
157	22.609596	0.033485	0.040881
158	22.609932	0.032978	0.050314
159	22.610786	0.033499	0.040881
160	22.609594	0.032895	0.053459
161	22.609760	0.033049	0.037736
162	22.609692	0.033022	0.040881
163	22.610380	0.033647	0.037736
164	22.610136	0.033364	0.028302
165	22.609484	0.032796	0.044025
166	22.609766	0.033365	0.034591
167	22.609131	0.032521	0.047170
168	22.609287	0.032220	0.072327
169	22.609293	0.032745	0.047170
170	22.621639	0.035670	0.031447
171	22.759153	0.057428	0.031447
172	23.012955	0.057716	0.031447
173	22.804943	0.056489	0.034591
174	22.926958	0.068335	0.037736
175	23.084806	0.069654	0.031447
176	23.008148	0.071754	0.037736
177	23.165964	0.077971	0.034591
178	23.021406	0.074364	0.034591
179	23.043201	0.084103	0.031447
180	23.593906	0.088909	0.031447
181	23.067247	0.075122	0.037736
182	23.130819	0.092186	0.040881
183	23.703022	0.093319	0.037736
184	23.109972	0.078012	0.037736
185	23.275660	0.096901	0.034591
186	23.872959	0.092213	0.031447
187	23.100079	0.076978	0.037736
188	23.085789	0.091353	0.034591
189	23.311026	0.079731	0.037736
190	23.235611	0.070116	0.031447
191	22.899027	0.070635	0.037736
192	22.979019	0.073356	0.031447
